# scer_aggregation_psup.txt 
# Generated:  Thu Sep 10 11:17:15 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
#   30C.repi:  sample grown at 30C, biological replicate i
#   xC.ymin: sample shocked for x min at y C
# 
orf	gene	n.detections_30C.rep1	n.peptides_30C.rep1	intensity.t_30C.rep1	intensity.s_30C.rep1	intensity.p_30C.rep1	psup_30C.rep1	psup.lo_30C.rep1	psup.hi_30C.rep1	n.detections_30C.rep2	n.peptides_30C.rep2	intensity.t_30C.rep2	intensity.s_30C.rep2	intensity.p_30C.rep2	psup_30C.rep2	psup.lo_30C.rep2	psup.hi_30C.rep2	n.detections_30C.rep3	n.peptides_30C.rep3	intensity.t_30C.rep3	intensity.s_30C.rep3	intensity.p_30C.rep3	psup_30C.rep3	psup.lo_30C.rep3	psup.hi_30C.rep3	n.detections_37C.8min	n.peptides_37C.8min	intensity.t_37C.8min	intensity.s_37C.8min	intensity.p_37C.8min	psup_37C.8min	psup.lo_37C.8min	psup.hi_37C.8min	n.detections_42C.8min	n.peptides_42C.8min	intensity.t_42C.8min	intensity.s_42C.8min	intensity.p_42C.8min	psup_42C.8min	psup.lo_42C.8min	psup.hi_42C.8min	n.detections_46C.2min	n.peptides_46C.2min	intensity.t_46C.2min	intensity.s_46C.2min	intensity.p_46C.2min	psup_46C.2min	psup.lo_46C.2min	psup.hi_46C.2min	n.detections_46C.4min	n.peptides_46C.4min	intensity.t_46C.4min	intensity.s_46C.4min	intensity.p_46C.4min	psup_46C.4min	psup.lo_46C.4min	psup.hi_46C.4min	n.detections_46C.8min	n.peptides_46C.8min	intensity.t_46C.8min	intensity.s_46C.8min	intensity.p_46C.8min	psup_46C.8min	psup.lo_46C.8min	psup.hi_46C.8min
YPL151C	PRP46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	164880000	63050000	10805000	0.8579	0.2768	0.9923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL152W	RRD2	2	1	99746000	167125000	25444000	0.7794	0.4996	0.9272	NA	NA	NA	NA	NA	NA	NA	NA	1	1	348900.0	149630.0	17240.0	0.8175	0.2120	0.9928	1	1	44231000	16804000	2955200	0.8575	0.2499	0.9933	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.8615	0.2011	0.9999	2	2	27608900	25841800	4303940.0	0.9146	0.7528	0.9733	NA	NA	NA	NA	NA	NA	NA	NA
YPL153C	RAD53	0	1	NA	NA	NA	0.7947	0.2272	0.9996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0064	0.0004	0.0785	1	2	22225000	17745000	8943300.0	0.4187	0.1606	0.7404	1	1	29431	23510.0	112370	0.2024	0.0636	0.4948
YPL154C	PEP4	19	9	195850090	325961036	107890800	0.6684	0.5726	0.7496	10	7	766525000	189332140	135180520	0.6492	0.4953	0.7798	19	6	230209920.0	51405865.0	8085590.5	0.3553	0.2195	0.5244	23	10	411267490	93819930	59620460	0.5873	0.4354	0.7394	18	10	172035400	60254230	27763922.0	0.6563	0.4747	0.8024	9	6	168037270	120681860	33680200	0.6147	0.4108	0.7956	22	9	373489817	285308705	197644425.0	0.5736	0.4815	0.6623	10	5	15040929	31264390.0	18907516	0.6204	0.5100	0.7186
YPL155C	KIP2	0	1	NA	NA	NA	0.5302	0.0839	0.9985	NA	NA	NA	NA	NA	NA	NA	NA	1	1	22590.0	532090.0	292090.0	0.8735	0.4520	0.9872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL158C	AIM44	2	1	60068000	5694600	840850	0.8072	0.4554	0.9453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	34868800	9478100	6780567.0	0.8371	0.5573	0.9507	NA	NA	NA	NA	NA	NA	NA	NA
YPL160W	CDC60	98	37	1631225647	2873487660	241690013	0.8887	0.8695	0.9056	37	19	838362245	1299625780	313903715	0.8619	0.8233	0.8930	27	15	69426444.0	136963970.0	8544071.0	0.9565	0.9210	0.9768	45	24	504931286	529087870	108510121	0.9386	0.9060	0.9603	38	17	198300540	334805310	98950421.0	0.8843	0.8311	0.9240	54	32	2631433300	2360691080	248699612	0.8679	0.8195	0.9041	87	33	2332061098	2191522713	382812746.2	0.8526	0.8280	0.8738	51	30	198719065	548458065.0	82037358	0.8574	0.8318	0.8802
YPL161C	BEM4	5	3	11147700	49353900	4464330	0.7913	0.6320	0.8921	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	0.9414	0.3036	1.0000	2	2	911520	499170	36130	0.9417	0.6170	0.9945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	22167500	34814510	10724620.0	0.5159	0.3516	0.6804	2	2	1030730	443430.0	1536160	0.1714	0.0733	0.3486
YPL167C	REV3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	6840900	346460	1092700.0	0.1093	0.0275	0.4004	NA	NA	NA	NA	NA	NA	NA	NA
YPL169C	MEX67	11	7	75523600	91485500	33798920	0.6278	0.4980	0.7456	1	1	4271800	1135900	490570	0.6845	0.2491	0.9341	2	3	3877980.0	1605480.0	296657.0	0.7146	0.2470	0.9656	3	3	13040860	4448750	2643866	0.6319	0.2727	0.9109	5	4	16494400	8341750	2889090.0	0.6643	0.3696	0.8826	0	1	NA	NA	NA	0.7753	0.1376	0.9997	12	8	143535700	119002600	61298500.0	0.6655	0.5486	0.7669	2	2	3010480	4395060.0	4361910	0.4898	0.2735	0.7243
YPL170W	DAP1	3	4	5179680	16454000	1516410	0.8731	0.7241	0.9479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	4952000	2553700	4976200	0.6242	0.2021	0.9404	NA	NA	NA	NA	NA	NA	NA	NA	3	1	7861500	7758500	929380	0.8160	0.5342	0.9455	3	1	24860000	15552330	9834360.0	0.5341	0.2964	0.7606	NA	NA	NA	NA	NA	NA	NA	NA
YPL172C	COX10	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0143	0.0024	0.0787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL173W	MRPL40	2	1	8746800	14458400	8230900	0.5410	0.2858	0.7806	1	1	553810	261660	206250	0.5375	0.1768	0.8680	1	1	442520.0	156870.0	40610.0	0.6674	0.1091	0.9854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5664100	3746800	5136700.0	0.3923	0.1309	0.7591	1	1	3315000	4303300.0	2250900	0.6290	0.2711	0.8746
YPL177C	CUP9	1	1	452410	7599300	154380	0.9382	0.7502	0.9874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	14523000	39036000	4692600.0	0.8702	0.5674	0.9732	NA	NA	NA	NA	NA	NA	NA	NA
YPL178W	CBC2	3	3	26072800	26296400	1896275	0.9241	0.8067	0.9719	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.3208	0.0181	0.9992	5	2	5088030	1423507	879492	0.7560	0.4412	0.9383	NA	NA	NA	NA	NA	NA	NA	NA	2	1	22899000	21605000	3182000	0.7755	0.3892	0.9494	4	3	94980900	57356000	33373500.0	0.6009	0.4065	0.7728	1	1	752070	1061400.0	1251200	0.4489	0.1715	0.7642
YPL180W	TCO89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	755170.0	1507000.0	167900.0	0.9041	0.4041	0.9947	1	1	126570000	125890000	45331000	0.8188	0.2820	0.9867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	9547900	3157300	3970500.0	0.3698	0.1051	0.7682	NA	NA	NA	NA	NA	NA	NA	NA
YPL183C	RTT10	9	7	45409160	75799400	49923496	0.7404	0.6090	0.8363	NA	NA	NA	NA	NA	NA	NA	NA	1	1	41367.0	278880.0	94449.0	0.8645	0.3979	0.9892	NA	NA	NA	NA	NA	NA	NA	NA	1	1	288000	1539000	7558000.0	0.4364	0.1060	0.8294	2	1	4314200	8007400	1787163	0.9284	0.7126	0.9868	8	6	117661600	82972500	24849200.0	0.7485	0.6039	0.8470	1	1	483430	1774100.0	435220	0.7500	0.4612	0.9173
YPL184C	MRN1	8	7	45089650	55504000	10529060	0.7920	0.6755	0.8770	2	2	3121600	4561410	547600	0.9259	0.7792	0.9781	1	2	676040.0	564390.0	196960.0	0.6890	0.1918	0.9759	1	1	5412400	5849200	1424500	0.8643	0.3726	0.9917	1	1	14640000	1405200	919350.0	0.2834	0.0295	0.8812	4	2	14406300	2820880	6018500	0.1517	0.0614	0.3264	6	6	68071600	13634100	57858000.0	0.1470	0.0868	0.2455	0	1	NA	NA	NA	0.1150	0.0003	0.6125
YPL188W	POS5	2	1	9459150	19413000	3133010	0.7695	0.5086	0.9143	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2660100.0	1482500.0	1525300.0	0.4900	0.0771	0.9452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	17682000	7792600	2416300.0	0.7242	0.3418	0.9335	NA	NA	NA	NA	NA	NA	NA	NA
YPL189W	GUP2	1	1	4003200	14512000	3132600	0.7137	0.3509	0.9242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL190C	NAB3	8	6	46877000	76866300	5053290	0.8694	0.7851	0.9250	4	3	25226930	15402690	1777796	0.8743	0.7395	0.9444	NA	NA	NA	NA	NA	NA	NA	NA	2	1	19846800	10648800	1810890	0.8816	0.4768	0.9868	3	2	31475360	13827480	1929782.0	0.8268	0.4814	0.9602	3	2	10482400	7743000	2728680	0.6043	0.2879	0.8589	6	3	56692700	37626100	23224800.0	0.5834	0.4133	0.7422	3	2	7524000	11283000.0	14840200	0.4062	0.2315	0.6122
YPL193W	RSA1	1	1	400540	745320	285240	0.6134	0.2660	0.8818	1	1	348430	312040	128060	0.7019	0.3104	0.9281	0	1	NA	NA	NA	0.4508	0.0257	0.9999	NA	NA	NA	NA	NA	NA	NA	NA	1	1	32013	2272	3155.8	0.1408	0.0155	0.7134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL195W	APL5	11	10	41833505	70476070	17733925	0.7827	0.6824	0.8552	3	4	36246000	31830620	8585060	0.4456	0.2563	0.6568	2	1	646720.0	597110.0	8099.6	0.9902	0.8791	0.9994	1	1	1086700	761670	400040	0.7347	0.1978	0.9768	3	3	5433200	3786870	2104270.0	0.5483	0.2407	0.8474	6	6	28800100	25627000	5161260	0.6949	0.4675	0.8600	12	8	79954500	47305220	21831470.0	0.6994	0.5817	0.7958	4	4	2423899	2362910.0	1216310	0.6245	0.4391	0.7753
YPL198W	RPL7B	3	1	32015050	44456860	8180122	0.7748	0.5584	0.9063	1	1	113010000	167460000	32086000	0.8399	0.5185	0.9644	1	1	656650.0	955050.0	81409.0	0.9109	0.4012	0.9959	1	1	1434700	1032400	380390	0.7944	0.2295	0.9869	1	1	23975000	8811400	1376200.0	0.7744	0.2031	0.9833	1	1	3843100	2674300	246800	0.8230	0.3223	0.9836	2	1	33834520	28237670	5332240.0	0.7975	0.5424	0.9258	1	1	7495500	16402000.0	4076500	0.7637	0.4400	0.9299
YPL199C	YPL199C	5	4	31099100	10283718	42243400	0.1031	0.0564	0.1852	11	6	57086350	27558607	31021890	0.3097	0.2087	0.4319	0	1	NA	NA	NA	0.0941	0.0049	0.9346	4	4	20914000	3524445	35389610	0.0878	0.0295	0.2460	2	3	2090014	159127	494651.0	0.0509	0.0133	0.1899	4	2	29168900	3632470	15721800	0.0754	0.0308	0.1883	8	5	38474400	6384280	42629800.0	0.0982	0.0610	0.1566	3	3	2297982	1123052.1	6835610	0.1116	0.0540	0.2174
YPL204W	HRR25	7	6	20831100	21596172	27572310	0.4710	0.3375	0.6145	0	1	NA	NA	NA	0.0621	0.0098	0.2706	NA	NA	NA	NA	NA	NA	NA	NA	3	2	7432200	4272730	900927	0.9039	0.6251	0.9843	3	3	12505325	17929967	2485454.0	0.8300	0.5111	0.9621	3	2	13563200	8551300	4443270	0.5435	0.2423	0.8352	6	5	67669450	34590540	78553480.0	0.2967	0.1813	0.4556	3	2	1642420	1691200.0	11010500	0.1480	0.0766	0.2676
YPL206C	PGC1	1	1	8456700	4415400	6011900	0.3281	0.0969	0.7239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	28987200	21927600	23479600.0	0.3869	0.1723	0.6654	1	1	418710	515130.0	1391600	0.2960	0.0989	0.6104
YPL207W	TYW1	4	5	44271000	7389530	71297300	0.1495	0.0819	0.2554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2226000	528380	2981100	0.1993	0.0283	0.7372	1	1	953390	71604	2790600.0	0.0215	0.0025	0.1579	2	1	17621600	1798130	10000700	0.0601	0.0153	0.2259	6	5	71540500	12099120	92703600.0	0.0743	0.0428	0.1250	2	3	11774536	3943923.0	28203160	0.1352	0.0569	0.2936
YPL208W	RKM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4211500	1178100	1051700	0.3210	0.0578	0.8167	1	2	5175700	2079400	3198400.0	0.5161	0.1613	0.8404	NA	NA	NA	NA	NA	NA	NA	NA
YPL210C	SRP72	15	11	67901740	112669490	20975652	0.7919	0.7102	0.8536	3	2	6674200	9339030	3519380	0.7130	0.4932	0.8670	2	1	336630.0	459590.0	30586.0	0.9388	0.6314	0.9939	2	2	10063600	8161380	2317700	0.8597	0.4726	0.9799	3	2	3526027	2873164	452285.0	0.7645	0.4111	0.9419	3	2	11870200	9604200	1749350	0.7136	0.3935	0.9152	10	9	122746100	103576300	33353870.0	0.7942	0.6875	0.8679	4	2	348310	892560.0	405338	0.7329	0.5735	0.8469
YPL211W	NIP7	6	4	38641320	100897300	41982220	0.6079	0.4534	0.7469	NA	NA	NA	NA	NA	NA	NA	NA	1	1	194340.0	367130.0	32377.0	0.9179	0.4576	0.9965	3	3	32651800	13109690	6598530	0.6335	0.2702	0.9064	2	2	2043752	584712	516914.0	0.5283	0.1599	0.8948	4	3	75331600	36625700	7662950	0.6409	0.3507	0.8682	6	4	108864100	75285900	74960900.0	0.4958	0.3435	0.6604	1	1	1826600	2229200.0	6217100	0.2906	0.1011	0.6091
YPL212C	PUS1	10	13	67393692	122941680	4587256	0.9026	0.8409	0.9415	4	3	147867300	127711000	41233300	0.8072	0.6294	0.9077	4	4	5237200.0	4826291.0	702442.0	0.8808	0.6131	0.9805	4	5	17959200	8198310	1521790	0.8959	0.6515	0.9794	7	7	58837960	31619340	2676483.5	0.9510	0.8486	0.9846	11	9	75662170	57045600	4204481	0.8499	0.7107	0.9294	3	2	50622800	41120300	10412650.0	0.7786	0.5678	0.9034	3	2	10792962	22831460.0	7226751	0.7162	0.5255	0.8535
YPL213W	LEA1	2	2	860020	1482850	749970	0.6539	0.3762	0.8529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	7841500	6783000	5686500.0	0.5099	0.1781	0.8328	NA	NA	NA	NA	NA	NA	NA	NA
YPL214C	THI6	1	1	313650	946100	60708	0.8711	0.5531	0.9726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	28652000	668230	130970000.0	0.0047	0.0011	0.0191	NA	NA	NA	NA	NA	NA	NA	NA
YPL215W	CBP3	4	3	11503700	3937990	18074000	0.1265	0.0626	0.2507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	268440	25845	34815	0.2051	0.0236	0.8330	3	3	7173300	1594590	2213700.0	0.2463	0.0761	0.5808	2	1	8556100	2117640	6932600	0.1435	0.0451	0.4290	3	2	16893500	2092280	13036400.0	0.0964	0.0438	0.2008	NA	NA	NA	NA	NA	NA	NA	NA
YPL216W	YPL216W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	7438300	4777400	848240.0	0.7739	0.2261	0.9777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL217C	BMS1	12	10	63983730	69341300	26174710	0.6729	0.5515	0.7754	1	1	1189500	2184000	1385800	0.6170	0.2618	0.8907	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1675500	927110	495070	0.7069	0.1858	0.9770	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.4462	0.0509	0.9992	16	11	94640820	27668588	77057240.0	0.1953	0.1415	0.2664	6	3	4644550	1711144.0	11368960	0.1351	0.0811	0.2190
YPL218W	SAR1	27	9	661275010	835791220	665064750	0.4767	0.3976	0.5588	15	6	1137238030	339387280	406646980	0.3354	0.2348	0.4469	18	8	152707120.0	39117192.0	10324861.5	0.4975	0.3306	0.6843	15	7	393149240	65812322	56341744	0.3144	0.1888	0.4873	12	8	514147790	88041077	30155168.0	0.3591	0.2106	0.5701	7	5	489417500	267798200	91735300	0.5568	0.3286	0.7711	28	9	2070694560	910006421	1228645438.0	0.4013	0.3267	0.4880	13	6	60428273	87002590.0	126910900	0.4204	0.3239	0.5168
YPL220W	RPL1A	117	13	4109597564	5767211443	973597707	0.7845	0.7550	0.8111	39	12	5311489200	4548385000	1128474300	0.8118	0.7626	0.8542	59	11	571268760.0	381075147.0	28105380.5	0.8959	0.8333	0.9369	55	12	2103284960	981930171	218868686	0.8291	0.7559	0.8851	52	10	1022450725	581758858	94769265.8	0.8090	0.7379	0.8654	43	12	4107013590	2511130740	358185749	0.8203	0.7529	0.8731	79	12	4551501020	4980579140	1016885233.0	0.8132	0.7822	0.8402	51	13	499666122	1116545040.0	307111371	0.7776	0.7385	0.8112
YPL221W	FLC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	226100	124180	537760.0	0.2022	0.0570	0.5391	NA	NA	NA	NA	NA	NA	NA	NA
YPL222W	FMP40	4	2	3279740	4118670	436907	0.8273	0.6569	0.9216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3607100	1447200	249770	0.6980	0.1847	0.9671	2	1	12904100	4030900	2748860.0	0.5437	0.2573	0.8081	0	1	NA	NA	NA	0.3096	0.0965	0.6343
YPL224C	MMT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	51609	55378	33161	0.7576	0.2470	0.9784	1	1	5564200	4285900	4774200.0	0.4567	0.0822	0.9045	1	1	421930	386660	58709	0.7534	0.2435	0.9696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL225W	YPL225W	10	8	394150830	724309200	48418926	0.8806	0.8124	0.9264	7	3	547371970	464814650	68428794	0.9011	0.8194	0.9469	3	4	21033200.0	15905136.0	698949.0	0.7064	0.2966	0.9498	11	6	104442100	53855660	10182032	0.8976	0.7724	0.9596	9	7	76233000	46949930	7031993.0	0.8668	0.7062	0.9472	8	6	402062000	373870400	40366621	0.9183	0.8207	0.9652	17	8	748562800	707987300	82036890.0	0.8993	0.8515	0.9319	6	5	54739400	171497700.0	18741040	0.8906	0.8226	0.9355
YPL226W	NEW1	50	32	460242527	692459810	172519162	0.7306	0.6791	0.7763	7	7	92593700	112466200	43445930	0.7005	0.5586	0.8116	12	10	16550399.0	33265469.0	3163924.5	0.9508	0.8847	0.9799	6	5	59472490	66460080	23454390	0.7899	0.5702	0.9208	10	7	24446940	19144380	21102020.0	0.4104	0.2444	0.6081	19	16	361478410	231117090	130145650	0.5318	0.4022	0.6648	56	33	969577100	714713240	790673470.0	0.4034	0.3523	0.4596	19	14	26263010	10545488.7	62993030	0.1284	0.0967	0.1679
YPL227C	ALG5	1	1	12241000	5524500	16713000	0.2149	0.0572	0.5528	NA	NA	NA	NA	NA	NA	NA	NA	1	1	253540.0	48346.0	80818.0	0.2337	0.0252	0.8451	0	1	NA	NA	NA	0.2871	0.0000	0.9795	1	1	1939900	263680	862170.0	0.1275	0.0156	0.6207	NA	NA	NA	NA	NA	NA	NA	NA	2	1	10596800	2526000	18284200.0	0.1053	0.0410	0.2492	NA	NA	NA	NA	NA	NA	NA	NA
YPL228W	CET1	6	5	6211480	14688680	2582984	0.8493	0.7300	0.9198	1	1	1273200	1311300	51152	0.9704	0.8383	0.9950	1	1	113420.0	86630.0	299900.0	0.3757	0.0520	0.8970	2	1	27224000	18341000	1090880	0.9713	0.7720	0.9972	1	2	2862400	1055300	4922600.0	0.2914	0.0651	0.7481	5	3	29464500	32413600	3726120	0.8689	0.6807	0.9541	2	3	11645700	8113600	2715620.0	0.8872	0.6999	0.9658	2	1	1271320	6495820.0	610630	0.8442	0.6741	0.9332
YPL231W	FAS2	281	83	5037992769	7718426559	1155561112	0.8034	0.7843	0.8209	144	63	4021202170	8966038860	3845806447	0.7498	0.7195	0.7753	108	52	188134581.0	505826636.0	52342318.7	0.9394	0.9192	0.9551	137	55	1642103234	2351424176	529180934	0.9166	0.8937	0.9352	108	51	889120819	1890910302	291085256.0	0.8673	0.8358	0.8938	189	76	12620517070	10680159880	1360268754	0.8169	0.7833	0.8451	304	82	9408080488	10308245017	2507355678.0	0.8277	0.8125	0.8420	151	66	713057203	1610668178.1	337264900	0.8203	0.8009	0.8368
YPL232W	SSO1	0	1	NA	NA	NA	0.1567	0.0009	0.7415	1	1	16205000	3875300	7456300	0.2934	0.0711	0.7046	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4796400	409900	1568800	0.1037	0.0122	0.6060	1	1	5518100	1079200	1880800.0	0.2200	0.0281	0.7836	NA	NA	NA	NA	NA	NA	NA	NA	3	3	29376300	7624400	28313800.0	0.1756	0.0820	0.3374	1	1	363710	216530.0	1118400	0.1829	0.0588	0.4580
YPL233W	NSL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2373500	1723300	217800	0.7757	0.2705	0.9722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL235W	RVB2	26	13	178345100	221716630	43074432	0.7733	0.7052	0.8270	10	6	164280810	84322110	16477270	0.8473	0.7550	0.9079	7	5	10109650.0	5361920.0	1451669.4	0.6900	0.4187	0.8949	12	8	97944992	32998184	43761989	0.7202	0.5183	0.8679	8	9	123020110	20408952	8165230.0	0.4469	0.2400	0.6931	13	5	77426100	62678390	40840488	0.6124	0.4451	0.7490	23	14	346766440	197234960	116754650.0	0.6270	0.5336	0.7103	7	7	6079560	11619020.0	9488230	0.5393	0.3996	0.6747
YPL237W	SUI3	18	12	189204660	361264096	46261096	0.7477	0.6666	0.8140	11	7	455333940	416093510	257600157	0.7820	0.6771	0.8600	9	7	7804394.0	4714881.0	893835.7	0.7605	0.5290	0.9069	14	10	176719960	78343860	16576771	0.7955	0.6249	0.9062	13	8	211214677	129977119	24514145.6	0.7117	0.5376	0.8481	18	10	777621300	816015100	52249420	0.8940	0.8230	0.9364	22	10	663211648	593678758	98687854.0	0.8273	0.7692	0.8739	15	8	11629972	32686210.0	5266930	0.8614	0.8110	0.9001
YPL239W	YAR1	5	5	12219260	41147300	2495410	0.9064	0.8251	0.9515	1	2	50880000	25816000	6113000	0.8400	0.5184	0.9684	3	3	4830850.0	4390810.0	711770.0	0.6947	0.3489	0.9180	1	1	26369000	7695100	181200000	0.1231	0.0156	0.5914	2	2	6719090	5058500	862512.0	0.8317	0.4267	0.9748	6	3	49963700	71558100	23304720	0.6922	0.4819	0.8474	4	4	51681520	23939926	22001313.0	0.6017	0.3767	0.7826	6	4	2971177	4156374.0	8392310	0.3420	0.2296	0.4727
